file_path,post_id,line_count,comment
/Users/jacob.caulfield/Documents/GitHub4/snippets/python/hello_python2/hello.py,2557110,28,See also http://stackoverflow.com/questions/2557110/what-to-put-in-a-python-module-docstring.
/Users/jacob.caulfield/Documents/GitHub4/snippets/python/flock_single_app_instance.py,220525,26,See http://stackoverflow.com/questions/220525/ensure-a-single-instance-of-an-application-in-linux
/Users/jacob.caulfield/Documents/GitHub4/snippets/python/class_attributes.py,12409714,26,See http://stackoverflow.com/questions/12409714/python-class-members
/Users/jacob.caulfield/Documents/GitHub4/snippets/python/hello_python3/hello.py,2557110,28,See also http://stackoverflow.com/questions/2557110/what-to-put-in-a-python-module-docstring.
/Users/jacob.caulfield/Documents/GitHub4/snippets/python/pyaudio/list_devices.py,20760589,12,# See https://stackoverflow.com/q/20760589
/Users/jacob.caulfield/Documents/GitHub4/snippets/python/lambda_arguments_and_scope_mistakes.py,728356,39,# - http://stackoverflow.com/questions/728356/dynamically-creating-a-menu-in-tkinter-lambda-expressions
/Users/jacob.caulfield/Documents/GitHub4/snippets/python/lambda_arguments_and_scope_mistakes.py,938429,40,# - http://stackoverflow.com/questions/938429/scope-of-python-lambda-functions-and-their-parameters
/Users/jacob.caulfield/Documents/GitHub4/snippets/python/lambda_arguments_and_scope_mistakes.py,19693782,41,# - http://stackoverflow.com/questions/19693782/callback-function-tkinter-button-with-variable-parameter
/Users/jacob.caulfield/Documents/GitHub4/snippets/python/pygtk/python_gtk3_pygobject/dualscreen.py,22772968,8,See: http://stackoverflow.com/questions/22772968/python-pygtk-how-to-put-a-window-on-a-specific-display-monitor
/Users/jacob.caulfield/Documents/GitHub4/snippets/python/pygtk/python_gtk3_pygobject/application_prevent_multiple_instances.py,19072161,8,See: http://stackoverflow.com/questions/19072161/preventing-multiple-instances-of-a-gtk-application
/Users/jacob.caulfield/Documents/GitHub4/snippets/python/pygtk/python_gtk3_pygobject/poppler_pdf.py,9682297,11,SEE: http://stackoverflow.com/questions/9682297/displaying-pdf-files-with-python3
/Users/jacob.caulfield/Documents/GitHub4/snippets/python/pygtk/python_gtk3_pygobject/tree_view_selection_double_click.py,17109634,34,# See: http://stackoverflow.com/questions/17109634/hyperlink-in-cellrenderertext-markup
/Users/jacob.caulfield/Documents/GitHub4/snippets/python/pyglet/image_resized.py,24788003,3,# https://stackoverflow.com/questions/24788003/how-do-you-resize-an-image-in-python-using-pyglet
/Users/jacob.caulfield/Documents/GitHub4/snippets/python/urllib/set_user_agent.py,24226781,34,# - http://stackoverflow.com/questions/24226781/changing-user-agent-in-python-3-for-urrlib-urlopen
